tract2010,AGENCY,APPLIANCE,ATF,Abandoned Vehicle,Adopt-A-Basket,Advocate - Levy,Advocate - Lien,Advocate-Business Tax,Advocate-Commercial Exemptions,Advocate-Foreclosure,Advocate-Personal Exemptions,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Appliance,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Borough Office,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building Marshals office,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Construction Lead Dust,Construction Safety Enforcement,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DEP Sidewalk Condition,DEP Street Condition,DOF Property - Payment Issue,DOF Property - Reduction Issue,DOOR/WINDOW,DPR Internal,DRIE,DSNY Spillage,Damaged Tree,Day Care,Dead/Dying Tree,Dept of Investigations,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Dispatched Taxi Complaint,Dispatched Taxi Compliment,Drinking,Drinking Water,Drug Activity,ELECTRIC,ELEVATOR,Electric,Electrical,Electronics Waste,Electronics Waste Appointment,Elevator,Emergency Response Team (ERT),Employee Behavior,Executive Inspections,FATF,FCST,FHV Licensee Complaint,FLOORING/STAIRS,Facades,Ferry Complaint,Ferry Inquiry,Ferry Permit,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Foam Ban Enforcement,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Forensic Engineering,Found Property,GENERAL,Gas Station Discharge Lines,General,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homebound Evacuation 4,Homeless Encampment,Homeless Person Assistance,Illegal Animal - Sold/Kept,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Injured Wildlife,Interior Demo,Internal Code,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,LinkNYC,Litter Basket / Request,Lost Property,MSOTHER,Maintenance or Facility,Miscellaneous Categories,Missed Collection,Missed Collection (All Materials),Mobile Food Vendor,Mold,Mosquitoes,Municipal Parking Facility,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Outside Building,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Peeling Paint,Pet Shop,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Quality of Life,Radioactive Material,Rangehood,Recycling Enforcement,Request Changes - A.S.P.,Request Large Bulky Item Collection,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SRDE,Safety,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Single Occupancy Bathroom,Smoking,Snow,Snow Removal,Special Enforcement,Special Natural Area District (SNAD),Special Operations,Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sustainability Enforcement,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Licensee Complaint,Taxi Report,Taxpayer Advocate Inquiry,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unlicensed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Condition,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Leak,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment,ZSYSTEST,ZTESTINT
36081015900,0,11,0,0,0,0,0,0,0,0,0,3,27,1,0,2,0,0,1,0,0,0,343,1,1,0,0,6,20,0,2,42,0,0,0,0,0,0,0,0,59,0,0,14,0,0,7,1,42,0,6,0,75,0,34,0,8,3,20,33,0,0,0,4,0,0,19,1,0,2,5,14,2,6,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,25,0,0,37,49,0,0,231,0,4,0,0,0,0,0,0,1,5,0,0,0,0,106,9,5,2,1,0,0,0,0,19,0,0,0,3,0,0,0,3,0,25,0,2,1,0,24,96,467,0,0,0,352,47,14,7,0,1,0,10,0,1,0,22,50,40,0,0,0,0,8,0,1,0,0,0,0,2,0,0,1,0,232,0,59,8,6,0,0,26,0,0,0,22,52,0,1,17,0,0,0,0,21,0,0,0,1,98,80,6,2,3,0,0,3,0,0,12,0,0,0,0,2,69,0,0,69,0,0,0,3,3,4,0,0,0,0,0,22,6,0,4,88,1,0,0,0
36081016100,0,4,0,7,0,0,0,0,0,0,0,4,8,0,0,0,0,4,2,0,0,1,188,0,0,0,0,9,13,0,1,33,0,1,0,0,0,0,0,1,47,0,0,3,0,0,0,1,18,0,1,0,27,0,20,0,3,2,3,29,1,0,0,0,0,2,20,0,0,2,0,9,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,4,7,0,0,0,12,0,0,12,33,0,0,166,1,4,0,0,0,0,0,0,10,26,0,0,1,1,85,2,1,0,0,0,0,0,1,1,0,0,3,6,1,0,0,2,0,20,10,0,0,0,10,62,17,0,0,2,159,27,115,3,2,0,0,2,0,0,0,9,25,21,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,98,0,24,9,8,0,0,21,0,0,0,32,97,0,0,1,0,0,0,0,6,0,0,0,1,110,43,6,3,10,1,0,4,0,0,4,0,0,1,0,4,30,0,0,35,1,0,0,2,0,2,1,0,0,15,0,12,1,0,1,83,0,0,0,0
36081016300,0,1,0,22,0,0,0,0,0,0,0,3,23,0,0,1,0,1,0,0,0,1,120,1,1,0,0,2,17,0,2,30,0,0,0,0,0,0,0,2,27,0,0,2,0,2,0,0,3,0,0,0,34,0,20,0,0,59,41,14,0,0,0,1,0,3,3,0,0,2,0,5,8,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,28,3,0,0,33,0,0,0,0,0,0,0,0,6,4,0,0,0,0,358,4,2,0,0,0,0,0,0,12,0,0,0,3,0,0,2,0,0,9,0,0,0,0,5,52,3,0,0,7,584,77,138,3,0,0,0,1,0,0,0,16,2,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,0,5,12,0,0,0,13,0,12,0,19,110,0,7,2,0,0,0,0,8,0,0,0,0,59,60,1,1,11,0,0,0,0,0,4,0,0,2,0,0,12,0,0,4,2,0,0,1,0,1,1,0,0,0,0,3,2,0,6,34,0,0,0,0
36081016400,0,4,0,26,1,0,0,0,0,0,0,2,12,0,0,3,0,0,1,0,0,0,377,5,5,0,0,0,0,0,4,254,0,0,0,0,0,0,1,1,5,0,0,22,0,0,3,0,11,0,0,0,44,0,12,0,0,116,60,54,0,0,0,1,0,4,21,0,0,7,0,0,0,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,100,0,0,0,39,2,0,0,0,0,0,0,0,0,1,0,0,0,1,167,2,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,91,0,0,3,0,6,5,0,0,0,0,238,22,39,15,0,1,0,5,0,0,0,11,5,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,359,0,34,9,5,0,0,42,0,0,0,37,23,0,0,2,0,0,0,0,19,0,0,0,0,85,48,9,1,4,0,0,0,0,0,1,0,0,0,0,0,39,0,0,30,1,0,0,5,0,4,1,0,1,0,0,14,10,0,0,59,1,0,0,0
36081016600,0,11,0,27,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,623,1,11,0,0,2,22,0,2,186,3,0,0,0,2,0,0,0,33,1,0,66,0,2,9,0,26,0,0,0,37,0,7,0,1,109,46,93,0,0,0,5,0,3,18,0,0,10,0,0,0,4,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,29,8,6,0,0,0,6,0,0,75,11,0,0,503,0,3,0,0,0,0,0,0,0,6,0,0,0,0,294,3,1,1,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,111,0,1,2,0,11,11,57,0,2,0,346,50,49,23,1,0,0,10,0,1,0,25,50,54,0,0,0,0,13,0,0,0,0,2,0,0,0,0,1,0,482,1,84,15,4,0,0,46,0,0,0,94,58,0,1,5,0,0,0,0,16,0,0,0,1,71,46,6,7,6,0,0,0,0,0,3,0,0,0,0,4,4,0,0,127,0,0,0,1,0,0,0,0,0,7,0,27,5,0,0,55,0,0,0,0
36081016800,0,7,0,37,0,0,0,0,0,0,0,2,4,0,0,1,0,1,1,0,0,0,488,2,4,0,0,0,0,0,2,174,0,0,0,0,0,0,0,2,4,0,0,32,0,0,3,0,11,0,0,0,55,2,17,2,0,120,109,61,0,0,0,1,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,34,1,0,0,49,0,2,0,1,0,0,0,0,1,3,0,0,0,2,193,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,1,5,0,101,0,3,2,0,14,16,0,0,0,0,331,26,14,26,0,0,0,7,0,0,0,26,15,16,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,377,0,18,20,2,0,0,39,0,0,0,79,34,0,0,3,0,0,0,0,4,0,0,0,5,141,83,26,4,8,0,0,0,0,0,2,0,0,0,0,1,6,0,0,18,0,0,0,3,0,0,0,0,0,0,0,9,4,0,1,77,0,0,0,0
36081016900,0,15,0,1,0,0,0,0,0,0,0,12,2,0,0,1,0,4,0,0,0,0,194,2,0,0,0,2,2,0,4,41,1,0,0,0,0,0,0,1,3,0,0,5,0,0,3,0,17,0,1,0,110,0,28,0,2,11,11,28,0,0,0,0,0,1,7,4,0,3,0,21,32,3,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,5,1,46,2,0,0,16,0,0,30,2,0,0,219,7,6,0,0,0,0,0,0,2,3,0,0,0,0,237,4,13,2,0,0,0,0,1,35,0,0,0,2,0,0,2,1,0,29,0,0,1,0,18,82,2,3,0,6,229,26,15,12,0,1,0,3,0,2,0,38,62,48,0,0,0,0,12,1,2,0,0,0,0,0,0,0,0,0,144,0,60,7,5,0,0,43,1,0,0,47,31,0,2,4,0,0,0,0,7,0,0,0,4,107,45,5,0,18,0,1,7,0,0,13,0,0,1,0,0,31,0,0,83,6,0,0,0,0,2,0,0,1,1,0,58,5,0,1,122,0,0,0,0
36081017000,0,3,0,33,0,0,0,0,0,0,0,3,23,0,0,3,0,3,1,0,0,1,413,3,5,0,0,0,0,0,0,138,0,0,0,0,0,0,0,2,8,0,0,7,0,0,6,0,13,0,0,0,35,1,6,0,0,74,76,52,0,0,0,2,0,1,17,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,42,5,0,0,107,0,7,0,3,0,0,0,0,0,1,0,3,0,1,209,3,2,1,3,0,0,0,0,7,0,0,0,1,0,0,1,6,1,77,0,1,2,0,7,10,2,0,0,0,674,30,86,30,1,0,0,12,0,0,0,21,11,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,332,0,38,10,8,0,0,48,0,3,0,96,32,0,0,2,0,0,0,0,1,0,0,0,0,124,33,10,8,7,0,0,0,0,0,1,0,0,0,0,5,7,0,0,26,0,0,0,3,0,0,0,0,0,0,1,9,10,0,1,122,0,0,0,0
36081017100,0,0,0,10,0,0,0,0,0,0,0,4,12,0,1,1,0,3,5,0,0,0,140,0,1,0,0,17,34,0,0,2,0,0,0,0,0,0,0,9,418,0,2,3,0,0,2,0,0,0,0,0,10,0,2,0,1,30,38,38,0,0,0,1,0,1,0,1,0,1,0,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,14,55,1,0,0,1,0,0,31,33,0,0,11,0,4,0,1,0,0,0,0,4,20,0,0,0,0,422,1,7,4,2,0,0,0,0,2,0,0,0,3,4,0,1,3,1,4,2,1,1,0,7,44,58,1,1,0,14,13,35,27,15,0,0,6,0,1,0,3,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,6,0,5,0,0,0,0,59,0,0,0,47,50,0,2,24,0,0,0,0,2,0,0,0,3,267,114,27,5,15,0,0,1,0,0,45,0,0,2,0,37,309,0,1,2,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,73,0,0,0,0
36081017200,0,3,0,36,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,235,2,2,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,7,0,0,8,0,1,2,0,20,0,0,0,26,0,7,0,0,138,64,32,0,0,0,4,0,0,12,0,0,2,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,5,0,0,16,5,0,0,44,0,2,0,0,0,0,0,0,1,5,0,0,0,1,101,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,4,2,0,70,0,4,2,0,8,9,5,0,1,6,200,43,28,45,4,9,0,11,0,0,0,6,33,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,286,1,23,2,1,0,0,19,0,0,0,64,34,0,2,1,0,0,0,1,3,0,0,0,2,85,88,2,4,1,0,0,0,0,0,1,0,0,0,0,2,21,0,0,34,0,0,0,1,0,0,0,0,0,0,4,27,3,0,2,49,0,0,0,0
36081017400,0,4,0,12,0,0,0,0,0,0,0,2,8,0,0,2,0,1,0,0,0,0,298,0,4,0,0,0,0,0,0,118,0,6,0,0,0,0,0,0,8,0,0,6,0,1,4,0,7,0,0,0,23,0,10,0,0,195,68,23,0,0,0,1,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,1,0,0,38,0,0,0,11,0,0,0,0,0,6,0,1,0,0,139,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,1,0,77,0,1,0,0,6,16,0,0,0,4,194,13,6,29,0,0,0,1,0,0,0,14,8,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,291,0,25,12,8,0,0,41,0,0,0,67,19,0,1,5,0,0,0,0,1,0,0,0,2,113,63,2,4,2,0,0,0,0,0,1,0,0,0,0,2,37,0,0,37,1,0,0,1,0,3,0,0,0,0,2,18,8,0,1,74,0,0,0,0
36081017600,0,2,0,28,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,245,1,6,0,0,0,0,0,0,95,0,0,0,0,0,0,0,1,2,0,0,3,0,3,3,0,6,0,0,0,26,0,7,0,0,108,79,23,1,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,18,0,0,0,35,0,0,0,0,0,0,0,0,1,2,0,0,0,2,120,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,94,0,0,0,0,6,8,0,0,0,1,250,18,15,19,0,0,0,4,0,0,0,14,8,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,362,2,23,18,5,0,0,27,0,2,0,75,12,0,0,5,0,0,0,0,0,0,0,0,5,107,39,5,5,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,17,2,0,0,2,0,0,0,0,6,0,2,5,14,0,0,44,0,0,0,0
36081017800,0,4,0,15,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,198,2,4,0,0,0,2,0,1,64,0,0,0,0,0,0,0,2,13,0,0,5,0,1,11,0,6,0,0,0,35,2,7,0,0,148,57,35,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,7,0,0,27,4,0,0,59,1,1,0,0,0,0,0,0,2,0,0,0,0,0,247,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,0,68,0,0,1,0,5,2,7,0,0,0,382,24,12,21,0,0,0,5,0,0,0,23,13,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,259,0,21,19,6,0,0,35,0,0,0,58,33,0,0,0,0,0,1,0,0,0,0,0,9,98,80,6,4,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,17,0,0,0,1,0,1,0,0,5,0,0,8,9,0,1,57,0,0,0,0
36081017900,0,0,0,6,0,0,0,0,0,0,0,50,0,0,0,0,0,2,1,4,1,0,154,0,1,0,1,36,206,0,0,10,2,0,0,0,0,0,0,11,84,0,0,7,0,0,1,0,7,0,0,0,34,1,11,0,1,21,36,33,0,0,0,0,0,1,1,0,0,0,0,0,15,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,22,5,89,4,0,1,0,0,0,38,40,0,0,18,0,7,0,0,0,0,0,0,1,15,0,0,0,0,399,2,4,3,4,0,0,0,0,1,0,0,4,5,1,0,0,2,0,3,5,0,0,0,43,21,10,0,0,0,27,3,4,5,13,0,0,6,0,0,0,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,4,0,0,23,0,8,3,59,31,0,2,23,0,0,0,0,4,0,0,0,0,345,84,31,14,8,3,0,0,0,0,45,0,0,3,0,52,275,0,0,7,0,0,0,0,0,0,1,0,3,6,0,3,3,0,1,78,0,0,0,0
36081018000,0,3,0,13,0,0,0,0,0,0,0,1,5,0,1,0,0,0,2,0,0,0,140,0,1,0,0,0,4,0,3,43,0,0,0,0,0,0,0,0,5,0,0,3,0,1,3,0,17,0,0,0,11,0,2,0,0,62,26,23,0,0,0,1,0,0,13,0,0,7,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,6,0,0,17,5,0,0,33,0,1,0,7,0,0,0,0,6,0,0,0,0,0,114,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,68,0,0,0,0,3,4,2,0,0,0,101,17,2,19,0,0,0,3,0,0,0,18,14,35,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,184,0,10,4,3,0,0,36,0,2,0,62,8,0,0,0,0,0,0,0,0,0,0,0,2,87,38,4,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,24,1,0,0,1,0,0,0,0,0,0,0,11,7,0,3,34,0,0,0,0
36081018101,0,15,0,1,0,0,0,0,0,0,0,9,3,0,0,1,0,4,0,0,0,1,132,1,3,0,0,10,30,0,6,31,2,0,0,0,1,0,0,1,19,0,0,8,0,0,1,0,39,0,8,0,19,2,12,0,3,3,6,23,0,0,0,1,0,3,29,5,0,2,0,2,15,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,2,6,1,0,0,25,0,0,29,17,0,0,571,0,0,0,0,0,0,0,0,3,19,0,0,0,4,134,2,15,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,6,0,0,0,0,30,61,64,0,0,0,390,61,19,2,2,0,0,6,0,0,0,3,75,56,0,0,0,0,10,0,2,0,0,1,0,1,0,0,1,0,65,0,31,3,9,0,1,12,0,2,0,16,25,0,2,11,0,0,0,0,8,0,0,0,1,23,30,6,2,2,0,0,1,0,0,16,0,0,1,0,3,55,0,0,118,1,0,1,2,5,4,1,0,0,0,0,45,4,0,0,28,0,0,0,0
36081018102,0,2,0,1,0,0,0,0,0,0,0,11,9,0,1,2,0,0,1,0,0,2,43,1,0,0,0,22,57,0,0,15,1,0,0,0,0,0,1,0,12,0,0,1,0,0,4,0,26,0,2,0,21,0,12,0,7,13,6,17,0,0,0,0,0,6,4,3,0,0,0,5,16,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,1,15,0,0,0,9,0,0,12,9,0,0,331,3,1,0,0,0,0,0,0,2,26,0,0,1,0,160,3,4,1,0,0,0,0,0,12,0,0,0,4,0,0,10,1,0,8,0,0,0,0,24,127,60,1,0,2,188,37,29,5,3,0,0,4,0,0,0,4,47,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,69,0,36,0,6,0,0,13,0,0,0,17,16,0,1,11,0,0,0,0,4,0,0,0,6,49,35,4,2,0,0,1,0,0,0,11,0,0,1,0,2,36,0,0,62,0,1,1,5,0,3,0,0,0,4,0,24,1,0,1,37,0,0,0,0
36081018200,0,16,0,21,0,0,0,0,0,0,0,3,4,0,0,4,0,1,0,0,0,0,158,2,3,0,0,0,0,0,1,109,0,0,0,0,0,0,0,2,8,0,0,6,0,0,4,0,12,0,0,0,24,0,7,0,0,89,146,39,0,0,0,1,0,2,12,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,15,0,0,33,7,0,0,75,0,3,0,5,0,0,0,0,0,4,0,0,0,0,150,1,1,1,0,0,0,0,1,7,0,0,0,1,0,0,8,2,0,54,0,0,1,0,6,8,0,0,1,2,156,15,10,32,0,0,0,36,0,0,0,15,45,44,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,131,0,22,5,2,0,0,49,0,0,0,81,32,0,0,5,0,0,0,0,1,0,0,0,3,95,124,13,3,11,3,0,0,0,0,5,0,0,1,0,5,16,0,0,61,1,0,0,0,0,0,0,0,9,0,0,13,11,0,2,71,0,0,0,0
36081018300,0,12,0,5,0,0,0,0,0,0,0,16,24,0,4,6,0,7,3,0,0,2,245,0,4,0,0,17,58,0,1,24,1,0,0,0,0,0,0,2,33,0,0,18,0,0,3,0,35,0,0,0,134,0,20,0,4,29,13,40,0,0,0,8,0,2,17,0,0,1,0,22,44,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,45,6,30,1,0,0,8,0,2,41,23,0,0,457,0,1,0,0,0,0,0,0,14,55,0,0,1,0,315,5,7,1,1,0,0,0,1,36,0,0,6,3,0,0,3,2,0,46,0,0,3,0,31,181,157,3,0,44,377,95,57,15,2,2,0,12,0,0,0,47,62,34,0,0,16,0,8,0,0,0,0,5,0,0,0,0,1,0,184,1,40,26,6,0,0,57,0,1,0,53,70,0,2,20,0,0,0,0,9,0,0,0,2,108,56,14,3,8,0,3,13,0,0,34,0,0,1,0,1,75,0,0,69,6,0,3,4,4,1,2,0,0,5,0,32,4,0,4,188,0,0,0,0
36081018401,0,12,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,173,3,1,0,0,0,0,0,3,40,0,0,0,0,0,0,0,1,8,0,0,6,0,0,1,0,34,0,0,0,25,0,10,0,0,62,81,32,0,0,0,0,0,1,14,0,0,1,0,0,2,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,20,0,0,29,2,0,0,114,0,0,0,0,0,0,0,0,4,2,0,0,0,0,86,0,2,9,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,45,0,0,1,0,4,33,0,0,0,2,321,15,3,25,1,2,0,6,0,0,0,20,49,57,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,59,0,8,7,4,0,0,26,0,4,0,33,20,0,0,3,0,0,0,0,0,0,0,0,1,49,55,2,3,4,0,0,0,0,0,2,0,0,0,0,2,9,0,0,76,6,0,0,6,1,0,0,0,11,0,1,87,5,0,1,54,0,0,0,0
36081018402,0,8,0,25,0,0,0,0,0,0,0,5,11,0,0,3,0,1,0,0,0,0,248,2,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,13,0,0,3,0,0,4,0,5,0,0,0,43,1,13,0,0,84,110,34,0,0,0,1,0,2,19,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,10,0,0,23,3,0,0,74,0,3,0,0,0,0,0,0,2,1,0,0,0,0,178,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,49,0,1,0,0,15,5,1,0,1,0,100,15,13,39,1,0,0,10,0,1,0,32,14,11,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,119,1,33,22,2,0,0,60,0,1,0,78,28,0,0,1,0,0,0,0,0,0,0,0,2,78,64,1,3,1,0,1,0,0,0,4,0,0,0,0,0,18,0,0,24,0,0,0,2,0,0,1,0,1,0,0,9,7,0,1,53,0,0,0,0
36081018501,0,2,0,2,0,0,0,0,0,0,0,20,6,0,0,1,0,1,1,0,0,1,425,5,6,0,0,2,6,0,1,21,8,1,0,0,2,0,0,0,5,0,0,9,0,0,1,0,17,0,1,0,26,0,4,0,1,2,3,44,0,0,0,2,0,5,2,3,0,9,0,8,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,0,0,53,20,0,0,190,2,5,0,0,0,0,0,0,0,4,0,0,0,0,63,2,3,0,1,0,0,0,0,18,0,0,0,0,0,0,1,2,0,5,0,0,0,0,7,63,11,7,1,0,211,33,23,8,0,0,0,9,0,0,0,5,31,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,71,0,22,7,4,0,0,10,0,0,0,12,35,0,2,7,0,0,0,0,0,0,0,0,3,36,29,1,1,7,0,0,0,0,0,9,0,0,0,0,1,28,0,0,62,0,0,0,4,7,0,0,0,2,0,0,25,1,0,6,59,0,0,0,0
36081018502,0,1,0,0,0,0,0,0,0,0,0,6,8,0,0,5,0,0,1,0,0,0,48,1,2,0,0,4,12,0,1,14,1,2,0,0,0,0,0,4,7,0,0,15,0,0,1,2,4,4,0,0,24,0,5,0,3,4,2,32,0,0,0,6,0,1,9,0,0,0,0,12,11,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,4,1,0,0,0,6,0,0,23,21,1,0,116,0,0,0,0,0,0,0,0,21,24,0,0,0,0,48,3,5,0,0,0,0,0,0,16,0,0,0,2,0,0,24,1,4,11,0,0,6,0,11,73,24,2,0,11,262,103,17,6,0,0,0,6,0,0,0,11,20,10,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,85,0,9,0,3,0,0,11,0,0,0,12,14,0,7,3,0,0,0,0,6,0,0,0,1,77,53,6,3,0,0,0,0,0,0,4,0,0,1,0,2,53,0,0,20,0,0,0,1,0,1,1,0,0,0,0,14,2,0,3,55,0,0,0,0
36081018600,0,2,0,17,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,199,2,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,11,0,0,0,21,1,11,0,0,66,89,21,0,0,0,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,21,2,0,0,28,1,0,0,0,0,0,0,0,1,0,0,0,0,1,176,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,2,0,41,6,2,0,0,0,183,21,8,40,0,4,0,9,0,0,0,13,5,15,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,78,2,23,22,0,0,0,35,0,0,0,30,39,0,0,1,0,0,0,0,1,0,0,0,1,65,141,2,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,6,7,0,0,36,0,0,0,0
