tract2010,Add A Bin,Add A Can,Add A Can CANCELLATION,Add A Cart,Add A Cart CANCELLATION,Air Pollution,Amenity New,Amenity Repair,Ashby Highrise Concern,Automated Recycling for Business NEW,Bandit Sign,Boarding Homes,Bridge and Barricade,Building Break In,Building or Sign Code,City Engineer,Clean Pavilion or Restroom,Complaint Form Request,Container Placement,Container Problem,Court Surface Repair,Crisis Cleanup,Dangerous Commercial Building,Dead Animal Collection,Disaster Preparedness Guide Request,Disaster Recovery Escalation,Drainage,Drainage System Violation,Drinking Water Public Notice,Dugout Repair,Dumpster Complaint,Dumpster Permit,Electrical Hazard,Environmental Health Escalation,Eviction Notice,Fence Repair,Fire Code Complaint,Fire Hydrant,Flashing School Beacon,Flooding,Fountain Repair,Fountain Repair Urgent,Fuel Island,Graffiti - ATT Telephone Equipment,Graffiti - CenterPoint Electrical Equipm,Graffiti - City Bridge,Graffiti - City Park,Graffiti - City Property,Graffiti - City Street/Curb,Graffiti - City Water Fixture,Graffiti - Harris County Flood Control P,Graffiti - Harris County Toll Road,Graffiti - METRO Bus/Rail,Graffiti - Railroad Fixture,Graffiti - School District Property,Graffiti - TXDoT Highway,Graffiti - Traffic Signal/Sign,Graffiti Private or Commercial Property,Health Code,Heavy Trash Violation,Hole in Unpaved Ground,House Move Route,Icing Bridge,Icing Roadway,Identify Numbered Address,Junk Motor Vehicle,Language Interpretation,Liaison Note,Lighting,Litter Esplanade Median,Litter Park,Major Water Leak,MayorSidewalk,Medical Evacuation,Minimum Standards,Minor Water Leak,Miss Complaint,Missed Garbage Pickup,Missed Heavy Trash Pickup,Missed Recycling Pickup,Missed Yard Waste Pickup,Mow Esplanade or Median,Mow Park,Multi-Resident Facility,MultiFamily Habitability Violation,Neighborhood Clean up,Neighborhoods Escalation,New CIP Request,New Move In Service,New Resident Container,New Resident in Private Development,Non Residential Collection CANCEL,Non Residential Collection Service NEW,Nuisance On Property,Nuisance on Commercial Property,Order Bag Tags,PWE CIP Project,PWE Escalation,Paint Stripes,Park Facilities Escalation,Park Forestry Escalation,Park Greenspace Escalation,Parking Escalation,Parking Lot Pothole,Parking Meter,Parking Violation,Pest Control,Playground or Court Equipment,Pool Fence,Pool Water Quality Control,Poor Drainage,Portacan Problem,Post Replace or Install,Pothole,Property Damage,Recycle Bin/Cart Retrieve,Recycle Program Start Up,Recycling Cart Repair or Replace,Recycling Participation NEW,Restoration Due To Utility Work,SPARK Park,SWM Escalation,Severe Storm Tree Removal,Sewer Manhole,Sewer Wastewater,Sidewalk Repair,Soccer Goal,Speed Cushion Repair,Spilled Debris,Sprinkler Repair,Storm Damage,Storm Debris Collection,Street Condition,Street Hazard,Subpoena,TPIA,Traffic Applications,Traffic Bridge/Freeway Lighting,Traffic General,Traffic Markings,Traffic School Zones,Traffic Signal Maintenance,Traffic Signals,Traffic Signs,Trail Repair,Trash Can New,Trash Dumping or Illegal Dumpsite,Tree Code Violation,Tree Planting,Tree Removal,Tree Stump Grinding,Tree Trim,Unclassified 311 Web Request,Unregulated Boarding House,Unregulated Residential Facility,Vehicle for Hire Complaint,Vital Statistics Escalation,Water Leak,Water Main Valve,Water Playground Repair,Water Quality,Water Service,Water or Ground Pollution
48201411000,0,5,5,0,0,9,0,0,0,0,14,0,0,0,67,21,0,0,1,91,0,1,6,36,0,0,35,4,0,0,9,0,0,0,0,0,16,21,23,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,10,13,7,23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,231,34,217,31,0,0,0,4,0,0,2,4,50,0,2,11,47,2,0,48,1,0,0,2,0,0,0,0,90,0,0,0,0,0,0,0,53,0,9,0,29,40,27,0,24,0,8,113,0,0,0,9,0,0,3,60,116,0,0,5,14,10,13,2,204,50,104,0,0,7,4,0,9,2,27,23,0,0,0,0,267,23,0,11,95,3
48201411100,0,4,0,1,0,3,0,0,0,0,9,0,1,0,27,9,0,0,0,39,0,0,3,43,0,0,20,0,1,0,8,0,0,0,0,0,0,13,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,13,188,34,0,0,0,2,0,0,0,0,21,1,0,2,13,0,0,39,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,22,2,2,0,16,26,24,0,16,3,7,150,0,0,0,1,0,0,3,61,81,0,0,0,1,7,11,2,26,23,66,0,0,5,0,1,10,0,26,6,0,0,0,0,227,25,0,4,72,1
48201411200,0,2,0,0,0,2,1,0,0,0,0,0,1,0,11,10,0,0,0,2,0,0,1,19,0,0,25,0,0,0,2,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,193,1,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,12,0,0,0,3,1,38,0,2,1,3,69,0,0,0,0,0,0,8,29,77,0,0,0,0,1,3,0,6,6,26,0,0,1,0,0,6,0,14,5,0,0,0,0,458,27,0,6,125,0
48201411300,0,0,0,0,0,7,0,0,0,0,2,1,0,0,26,8,0,0,1,27,0,0,3,15,0,0,25,1,0,0,1,0,0,0,0,0,6,16,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,10,2,37,1,2,0,0,2,0,0,1,0,6,0,0,0,21,1,0,17,2,0,0,0,0,0,0,9,42,0,0,0,0,0,0,0,36,0,1,0,1,6,8,0,6,0,6,19,0,0,1,0,0,0,1,44,58,0,0,2,2,3,14,0,49,23,93,0,0,1,2,0,5,0,12,7,0,1,0,0,113,20,0,4,46,2
48201411400,0,10,3,0,0,3,0,4,0,0,1,0,1,0,14,5,1,0,0,37,1,0,0,34,0,0,22,1,0,0,1,0,0,0,0,2,0,18,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,22,5,30,4,0,3,0,0,0,0,0,3,16,0,0,1,7,0,0,25,2,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,32,0,4,0,13,14,23,0,4,1,6,148,1,0,0,0,0,0,0,62,67,0,0,0,0,5,5,0,58,23,43,0,0,1,1,0,12,0,22,10,0,0,0,0,250,24,0,10,38,0
48201411501,0,26,2,0,0,3,0,0,0,0,4,0,1,0,40,15,0,0,1,46,0,2,0,16,0,0,26,4,0,0,6,0,0,0,0,0,1,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,8,0,0,1,2,1,0,0,0,0,3,0,0,0,0,1,0,0,140,67,130,31,7,0,0,6,0,0,1,9,25,0,1,2,23,0,1,47,2,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,43,1,3,0,48,32,17,0,35,1,12,100,0,0,0,1,0,0,4,126,134,1,0,1,2,12,14,3,179,44,104,0,0,4,4,1,6,0,21,12,0,0,0,0,233,25,0,4,121,0
48201411502,0,6,1,0,0,3,0,2,0,0,4,0,0,0,37,27,0,0,3,39,0,0,0,14,0,0,18,5,0,0,13,0,0,0,0,0,5,29,9,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,11,9,0,0,0,2,0,0,0,0,0,4,1,0,0,0,1,0,0,48,8,126,23,2,2,0,6,0,0,2,0,17,0,1,8,14,2,0,33,5,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,48,0,2,0,13,15,21,0,18,1,5,91,2,0,0,0,1,0,3,100,81,0,0,0,1,6,22,0,256,41,105,0,0,10,4,0,11,0,27,14,0,0,0,0,164,22,0,8,80,0
48201411600,0,4,1,0,0,6,0,0,0,0,4,0,0,0,25,5,0,0,1,76,0,2,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,12,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,7,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,50,30,96,33,4,0,0,2,0,0,4,3,41,0,0,7,24,0,0,32,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,23,0,1,0,31,40,18,0,31,0,3,102,0,0,16,5,1,0,1,53,70,0,0,0,22,9,8,0,75,42,38,0,0,11,0,1,6,0,14,8,0,0,0,0,170,25,0,7,78,0
48201411700,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,4,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,1,0,1,0,0,4,0,1,2,0,0,0,0,0,2,1,0,10,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,24,31,0,0,0,5,2,11,2,39,24,21,0,0,0,0,0,1,0,9,0,0,0,0,0,64,5,0,5,58,0
48201411800,1,6,1,0,0,5,0,0,0,0,13,0,1,0,51,8,0,0,1,94,0,0,1,30,0,0,29,7,0,0,2,0,0,0,0,0,2,29,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,10,49,0,0,0,1,0,4,0,0,0,5,0,0,0,0,1,0,0,73,62,274,80,1,1,0,1,0,0,2,4,55,0,1,3,29,1,0,42,3,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,32,0,3,0,31,45,21,0,57,0,11,120,0,0,0,0,0,1,6,67,128,0,0,1,10,2,19,1,107,43,48,0,0,5,5,1,23,3,35,14,0,0,0,0,292,32,0,15,124,0
48201411900,0,39,11,0,1,1,1,0,0,0,14,0,8,0,55,21,0,0,0,192,0,0,2,39,0,0,54,1,0,0,12,0,0,0,0,0,0,50,13,0,1,0,0,2,0,1,6,2,0,0,0,0,0,0,0,3,4,18,2,20,0,0,0,1,1,3,0,0,5,0,2,1,0,0,4,2,0,213,92,317,106,1,1,0,2,0,0,7,6,47,0,1,8,52,3,0,47,3,0,0,2,0,0,0,1,106,0,0,0,0,0,2,1,21,1,10,1,40,54,42,1,100,2,6,210,0,0,0,1,0,0,8,54,105,0,0,1,14,18,19,4,31,15,114,0,0,18,10,5,42,12,57,29,0,0,0,0,356,47,0,13,172,0
48201412000,0,11,4,0,0,4,0,2,0,0,8,0,0,0,25,16,0,0,4,77,0,1,0,43,0,0,27,3,0,0,6,0,0,0,0,0,3,25,18,3,0,1,0,2,0,2,0,1,2,1,0,0,0,0,0,0,9,11,3,15,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,74,48,395,56,3,0,0,3,0,0,3,4,16,0,2,6,17,0,0,55,5,1,0,2,0,0,0,61,51,2,1,0,0,1,0,0,56,0,7,0,40,15,40,1,54,3,2,227,2,0,0,1,1,0,4,149,129,0,0,0,0,13,23,3,135,29,136,0,0,2,1,1,58,2,45,10,0,0,0,0,226,30,0,13,87,1
48201412100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,11,12,0,0,0,0,2,1,0,18,13,20,0,0,0,0,0,2,0,6,0,0,0,0,0,20,2,0,0,1,0
48201412200,3,51,6,0,0,6,2,0,0,0,7,0,2,0,77,13,0,0,3,220,0,4,2,104,1,0,59,2,0,0,17,0,0,0,0,3,5,39,16,14,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,10,5,19,42,0,0,1,1,0,2,0,0,0,0,6,0,0,0,0,0,0,239,192,592,206,2,0,0,9,0,0,3,6,74,0,0,1,73,0,0,101,4,0,0,0,0,0,0,16,74,5,2,0,0,0,0,0,68,2,3,0,122,77,38,0,155,1,16,230,0,0,0,7,0,0,25,139,220,0,0,2,13,15,16,8,216,121,162,0,0,11,3,1,38,3,63,8,0,2,0,0,357,37,0,7,99,0
48201412600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48201412800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48201412900,0,20,2,0,0,1,0,0,0,0,2,0,0,0,34,6,0,0,12,97,0,14,1,19,0,0,33,2,0,0,8,0,0,0,0,0,2,10,14,46,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,9,8,0,0,1,0,0,1,0,0,0,2,1,0,0,2,0,0,0,235,60,109,19,5,0,2,8,0,0,1,1,26,0,0,0,35,5,0,91,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,23,0,3,0,82,20,14,0,60,0,4,53,0,0,0,4,0,1,34,46,76,0,0,0,11,2,5,1,61,17,73,0,0,14,3,0,6,0,7,7,0,0,0,0,191,30,0,12,130,1
48201413000,0,17,5,0,0,3,1,3,0,0,3,0,0,0,37,13,0,0,0,153,2,18,0,33,0,0,13,3,0,0,8,0,0,0,0,0,1,12,21,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,2,5,3,0,4,2,2,0,182,47,109,76,2,2,0,6,1,0,0,4,73,0,0,1,26,0,0,15,2,0,0,0,0,0,0,0,13,0,4,0,0,4,1,0,31,3,2,0,80,71,11,0,74,0,1,70,1,0,0,1,2,1,118,34,49,0,0,0,0,8,3,1,29,4,22,0,0,2,0,0,8,1,16,33,0,0,0,0,167,27,1,8,53,1
48201413100,0,71,12,0,0,7,0,1,0,0,0,0,4,0,22,10,0,0,3,154,0,21,0,28,0,0,10,1,1,0,0,0,0,0,0,0,0,12,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,206,53,169,111,0,0,1,0,0,0,1,4,28,0,0,1,41,0,1,16,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,2,4,0,60,29,21,0,49,1,2,85,0,0,0,3,0,1,160,60,30,0,0,0,0,1,2,5,26,23,21,1,0,6,0,0,9,0,7,14,0,0,0,0,161,21,0,10,30,0
48201413201,1,0,1,0,0,1,0,1,0,0,2,0,0,0,4,0,0,0,1,9,0,6,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,8,20,7,1,0,0,4,0,0,2,2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,1,0,9,3,2,0,5,0,0,12,0,0,0,1,0,1,34,11,34,0,0,0,0,1,2,1,43,20,9,1,0,1,0,0,8,1,9,1,0,0,0,0,29,1,0,0,17,0
48201413202,0,2,2,0,0,1,0,0,0,0,1,0,0,0,23,2,0,0,0,2,0,5,0,12,0,0,5,0,0,0,4,0,0,0,0,0,2,8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,0,8,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,3,0,9,0,3,1,6,9,0,0,0,0,0,0,11,18,28,0,0,0,0,2,1,0,39,11,9,2,0,3,0,0,5,0,6,0,0,1,0,0,51,4,0,3,19,1
48201413300,1,42,6,2,1,8,2,2,0,0,4,0,1,0,47,17,0,0,2,191,0,19,0,74,0,1,26,0,0,0,2,0,0,0,0,0,3,46,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,0,0,1,0,0,6,0,0,1,4,0,0,0,0,2,2,0,506,189,451,134,3,0,0,7,0,0,4,4,65,0,1,1,75,2,1,59,3,0,0,0,0,0,0,0,59,0,0,0,0,1,0,1,27,2,5,0,207,64,37,0,149,2,6,183,1,0,0,6,0,4,108,95,125,0,0,1,7,13,11,2,119,70,73,2,0,8,0,0,22,1,49,14,0,0,0,0,344,48,1,24,138,3
48201420100,0,0,2,0,0,3,0,0,0,0,0,0,1,0,10,4,0,0,0,57,0,0,0,18,0,0,15,0,1,0,6,0,0,0,0,1,5,7,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,1,0,56,25,83,4,4,0,0,29,0,0,2,2,28,0,0,0,15,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,16,33,2,0,34,0,2,55,0,0,0,2,0,0,3,9,28,0,0,1,11,1,8,4,45,12,28,0,0,31,0,0,3,0,13,3,0,0,0,0,37,21,0,3,21,0
48201420200,0,8,0,0,0,1,0,3,0,0,0,0,1,0,44,6,0,0,1,77,4,1,0,37,0,0,37,0,0,0,4,0,0,0,0,1,1,10,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,67,0,0,0,1,0,21,0,0,2,0,5,0,0,0,0,1,0,53,62,119,34,1,2,0,6,0,1,0,3,7,0,1,1,88,1,0,6,0,0,1,0,0,0,0,0,24,0,3,0,0,0,0,0,5,0,0,0,14,7,7,0,39,0,0,91,0,0,0,3,0,0,10,12,26,0,0,1,2,0,10,0,6,8,31,0,0,5,0,0,8,0,11,6,0,0,0,0,80,11,0,9,52,1
48201420300,0,14,3,0,0,3,4,8,0,0,12,0,5,0,25,5,0,0,1,118,2,24,0,34,0,0,41,0,0,0,4,0,0,0,0,0,1,13,11,141,7,8,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,4,2,1,1,0,1,0,0,6,0,1,8,0,11,2,0,0,1,2,0,263,110,166,80,1,2,1,0,0,0,3,5,22,0,0,0,26,0,0,13,1,0,0,0,0,0,0,0,13,3,13,0,0,11,0,0,19,2,4,0,39,22,16,0,75,1,8,101,0,0,0,2,0,2,73,39,58,0,0,1,25,1,6,1,59,28,87,2,1,5,1,0,12,0,26,20,0,0,0,0,133,19,1,9,45,1
48201420400,1,9,10,0,0,6,0,0,0,0,4,0,1,0,34,6,0,0,2,114,0,3,2,46,0,0,34,3,0,0,4,0,0,0,0,0,1,17,3,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,21,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,232,142,183,55,3,0,0,7,0,0,5,4,21,0,0,0,33,1,1,21,0,0,0,1,0,0,0,0,39,2,0,0,0,0,0,0,9,5,8,0,42,23,11,0,47,0,4,76,0,0,0,10,0,0,23,28,91,0,0,1,2,8,9,0,75,27,41,0,0,12,0,0,11,0,18,16,0,0,0,0,113,18,0,6,42,1
48201420500,0,0,0,0,2,2,1,4,0,0,2,0,2,0,6,2,1,0,0,21,0,0,0,26,0,0,12,0,0,0,3,0,0,0,0,0,1,9,3,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,9,16,1,0,0,0,0,6,0,0,0,6,5,0,0,0,0,0,0,18,20,50,1,2,2,0,13,0,0,1,0,1,0,0,1,32,5,0,4,3,0,0,1,0,0,1,0,7,0,0,0,0,0,1,0,14,1,3,0,9,1,5,0,15,0,4,24,1,0,0,2,1,0,1,20,38,0,0,0,1,1,11,4,67,5,20,1,0,29,0,0,6,0,5,4,0,0,0,0,45,18,0,3,22,1
48201420600,0,19,2,0,1,2,1,1,0,0,7,0,5,0,16,4,0,0,1,83,0,1,1,24,0,0,20,4,0,0,5,0,0,0,0,0,1,13,17,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,7,8,0,0,0,0,0,2,0,1,1,4,2,0,0,0,6,0,0,102,73,98,85,1,1,0,17,1,0,1,1,12,0,0,3,17,3,0,9,4,0,0,0,0,0,0,0,19,0,1,0,0,1,0,1,14,3,3,0,102,6,8,0,43,1,5,79,0,0,0,11,0,0,12,28,79,0,0,0,4,4,11,0,42,23,46,0,0,8,0,1,22,6,41,14,0,0,0,0,149,11,0,9,36,0
48201420700,0,30,12,0,0,2,0,0,0,0,37,0,3,0,94,8,0,0,2,230,0,70,0,63,1,0,60,1,0,0,4,0,0,0,0,0,0,35,41,101,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,4,1,11,0,0,0,0,0,1,0,0,4,2,8,1,0,3,2,0,0,335,148,279,78,0,12,0,1,1,0,2,6,69,0,0,0,69,0,0,32,4,0,0,0,0,0,0,0,16,2,5,0,0,1,0,0,19,11,12,0,229,60,20,0,159,3,4,98,1,0,0,4,0,4,252,83,105,0,0,1,5,3,46,17,192,70,48,0,0,8,0,0,28,8,24,42,0,0,0,0,291,53,0,8,52,0
48201420800,0,26,6,1,0,0,0,1,0,0,55,0,1,0,45,4,0,0,1,193,0,57,0,53,0,0,56,0,0,0,13,0,0,0,0,1,1,31,32,71,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,13,0,0,0,0,0,8,0,0,4,2,3,0,0,0,2,0,0,391,116,207,66,1,1,0,2,1,0,5,6,44,0,0,1,34,0,0,31,1,0,0,1,0,0,0,0,17,2,4,0,0,1,3,0,27,3,8,0,155,52,24,0,133,4,9,90,0,0,0,3,1,5,227,57,134,0,0,0,6,6,8,2,309,91,59,1,0,6,1,0,28,2,42,16,0,0,0,0,242,44,0,6,35,1
48201421101,0,0,0,0,0,2,0,0,0,0,4,0,1,0,5,2,0,0,0,0,0,0,0,16,0,0,8,0,0,0,3,0,0,0,0,0,1,5,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,19,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,1,0,0,0,10,0,0,21,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,3,21,0,0,0,0,0,0,2,30,47,0,0,0,6,1,14,0,138,57,15,0,0,6,0,0,1,0,3,10,0,0,0,0,75,13,0,2,92,0
48201421102,0,0,0,0,0,4,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,7,0,0,1,1,0,0,7,0,0,0,0,0,1,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,83,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,2,0,0,30,0,0,0,0,0,0,0,16,30,0,0,0,5,1,8,3,10,7,12,0,0,5,0,0,0,0,2,0,0,0,0,0,35,15,0,0,28,1
48201421201,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,7,0,0,0,9,0,0,0,30,15,3,0,0,5,0,0,1,0,1,0,0,0,0,0,5,2,0,1,6,0
48201421202,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,6,1,0,5,0,0,0,4,0,0,0,0,0,2,5,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,22,0,0,0,0,0,0,0,17,8,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,24,7,0,0,11,0
48201421300,0,1,1,0,0,2,0,0,0,0,8,0,0,0,13,3,0,0,0,1,0,1,2,13,0,0,4,1,0,0,1,0,0,1,1,0,3,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,81,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,17,0,6,0,1,0,0,37,0,0,0,0,0,0,2,0,24,1,0,8,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,2,77,0,0,0,0,0,0,0,5,23,0,0,0,25,2,5,4,24,7,17,0,0,0,0,0,1,0,4,2,0,0,0,0,68,9,0,6,28,0
48201421401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,5,2,4,0,0,0,0,0,1,0,0,2,0,0,0,0,20,3,0,1,1,0
48201421402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0
